2.657617E+3,-1.168184E+5,-2.500000E+0,-3.567381E+17,-4.283094E-18,-1.912995E-6,1.000000E+6,1.946459E-7,8.555867E-6,0.000000E+0,0.000000E+0,0.000000E+0
2.588523E+3,-1.118187E+5,-2.462000E+0,-4.916206E+17,6.689522E-18,1.632172E-6,0.000000E+0,2.069143E-7,8.938258E-6,0.000000E+0,0.000000E+0,0.000000E+0
2.571031E+3,-1.082953E+5,-2.424000E+0,-5.704680E+17,6.512875E+16,5.177382E-6,0.000000E+0,2.191005E-7,9.228809E-6,0.000000E+0,0.000000E+0,0.000000E+0
2.534609E+3,-1.051636E+5,-2.386000E+0,-6.194310E-18,5.176251E+17,2.593864E-6,0.000000E+0,2.290487E-7,9.503473E-6,0.000000E+0,0.000000E+0,0.000000E+0
2.758172E+3,-1.022471E+5,-2.348000E+0,2.517966E+17,3.793721E+16,2.564047E-6,0.000000E+0,2.636352E-7,9.773117E-6,0.000000E+0,0.000000E+0,0.000000E+0
2.738523E+3,-9.903391E+4,-2.310000E+0,4.553607E+17,-2.686618E+17,4.066285E-6,0.000000E+0,2.790080E-7,1.008984E-5,0.000000E+0,0.000000E+0,0.000000E+0
2.609750E+3,-9.608527E+4,-2.272000E+0,8.250878E-19,2.832976E+17,3.525740E-6,0.000000E+0,2.824652E-7,1.039975E-5,0.000000E+0,0.000000E+0,0.000000E+0
2.758727E+3,-9.257759E+4,-2.234000E+0,6.288344E-18,-3.928899E-18,3.495850E-6,0.000000E+0,3.215966E-7,1.079217E-5,0.000000E+0,0.000000E+0,0.000000E+0
2.759766E+3,-8.914256E+4,-2.196000E+0,-2.653265E-18,4.664211E-18,-1.090957E-7,0.000000E+0,3.469653E-7,1.120724E-5,0.000000E+0,0.000000E+0,0.000000E+0
2.621176E+3,-8.553864E+4,-2.158000E+0,2.907620E+17,-1.496570E-18,2.414643E-6,0.000000E+0,3.579018E-7,1.167966E-5,0.000000E+0,0.000000E+0,0.000000E+0
2.628230E+3,-8.196122E+4,-2.120000E+0,-2.052875E-18,3.601710E-18,4.938440E-6,0.000000E+0,3.908411E-7,1.218836E-5,0.000000E+0,0.000000E+0,0.000000E+0
2.674438E+3,-7.818581E+4,-2.082000E+0,5.725574E-18,5.134919E+17,8.227653E-7,0.000000E+0,4.369873E-7,1.277510E-5,0.000000E+0,0.000000E+0,0.000000E+0
